id,simplified,traditional,pinyin,jyutping,english,mandarin_rank,cantonese_rank,examples,hsk_level
753182153635413838,主持,主持,zhǔ chí,zyu2 ci4,to take charge of; to manage or direct,3176,,[],3
268612322049868734,主动,主動,zhǔ dòng,zyu2 dung6,to take the initiative; to do sth of one's own accord,2470,,[],3
326352511178099899,主任,主任,zhǔ rèn,zyu2 jam6,director; head,2133,,[],3
933837258126316130,主意,主意,zhǔ yi,zyu2 ji3,plan; idea,3584,,[],3
751263154626715983,主张,主張,zhǔ zhāng,zyu2 zoeng1,to advocate; to stand for,6498,,[],3
1083315118245127883,注意,注意,zhù yì,zyu3 ji3,to take note of; to pay attention to,547,,[],3
467781961929250516,祝,祝,Zhù,zuk1,surname Zhu,1197,,[],3
152671411488602235,抓,抓,zhuā,zaau2,to grab; to catch,797,,[],3
1142759245731914562,抓住,抓住,zhuā zhù,zaau2 zyu6,to grab hold of; to capture,1500,,[],3
611464296995590002,专家,專家,zhuān jiā,zyun1 gaa1,expert; specialist,1096,,[],3
794970854354593459,专门,專門,zhuān mén,zyun1 mun4,specialist; specialized,2288,,[],3
860069136695584127,专题,專題,zhuān tí,zyun1 tai4,"specific topic (addressed by a book, lecture, TV program etc); article, report or program etc on a specific topic",10707,,[],3
307285351127838733,专业,專業,zhuān yè,zyun1 jip6,specialty; specialized field,1146,,[],3
781837095984276698,转,轉,zhuǎi,zyun2,see 转文,508,,[],3
347625739211316597,转变,轉變,zhuǎn biàn,zyun2 bin3,to change; to transform,3151,,[],3
845585168038204024,状况,狀況,zhuàng kuàng,zong6 fong3,condition; state; situation,1372,,[],3
445457353822697716,状态,狀態,zhuàng tài,zong6 taai3,condition; state; state of affairs,1158,,[],3
823908664120244405,追,追,duī,zeoi1,to sculpt; to carve,1265,,[],3
251271917149530979,准,准,zhǔn,zeon2,to allow; to grant,1396,,[],3
1020740605247343970,资格,資格,zī gé,zi1 gaak3,qualifications; seniority,2290,,[],3
861635110989822697,资金,資金,zī jīn,zi1 gam1,funds; capital,1851,,[],3
710756948581981038,自从,自從,zì cóng,zi6 cung4,since (a time); ever since,2256,,[],3
337679294376552067,自动,自動,zì dòng,zi6 dung6,automatic; voluntarily,2365,,[],3
822455081949707136,自觉,自覺,zì jué,zi6,conscious; aware,7977,,[],3
964885334907919885,自然,自然,zì rán,zi6 jin4,nature; natural,929,,[],3
1036072353176209737,自身,自身,zì shēn,zi6 san1,itself; oneself,3490,,[],3
121483285316709151,自主,自主,zì zhǔ,zi6 zyu2,independent; to act for oneself,6858,,[],3
88884015797107957,子女,子女,zǐ nǚ,zi2 neoi5,children; sons and daughters,7337,,[],3
478114568986825291,总,總,zǒng,zung2,general; overall; to sum up,335,,[],3
144845512238752835,总结,總結,zǒng jié,zung2 git3,to sum up; to conclude,4753,,[],3
76711857318657539,总是,總是,zǒng shì,zung2 si6,always,638,,[],3
481910598494189362,足够,足夠,zú gòu,zuk1 gau3,enough; sufficient,1692,,[],3
366180763938658129,足球,足球,zú qiú,zuk1 kau4,soccer ball; a football,2550,,[],3
44983629385369470,组合,組合,zǔ hé,zou2 hap6,to assemble; to combine,2208,,[],3
563465726817955065,左右,左右,zuǒ yòu,zo2 jau6,left and right; nearby,1351,,[],3
1096992494465157842,作品,作品,zuò pǐn,zok3 ban2,work (of art); opus,1381,,[],3
475339376873158107,作者,作者,zuò zhě,zok3 ze2,author; writer,2796,,[],3
226445558073730268,做客,做客,zuò kè,zou6 haak3,to be a guest or visitor,13383,,[],3
1120006960264379743,阿姨,阿姨,ā yí,aa3 ji1,maternal aunt; step-mother,4355,,[],4
1003307572731530307,矮,矮,ǎi,ai2,low; short (in length),3952,,[],4
236960425128397541,矮小,矮小,ǎi xiǎo,ai2 siu2,short and small; low and small,21508,,[],4
1014371617754728056,爱国,愛國,ài guó,oi3 gwok3,to love one's country; patriotic,7528,,[],4
494450587679942132,爱护,愛護,ài hù,oi3 wu6,to cherish; to treasure,10522,,[],4
279128525419505957,安,安,Ān,on1,surname An,1506,,[],4
653087655995532424,安置,安置,ān zhì,on1 zi3,to find a place for; to help settle down,5845,,[],4
215319013060025488,按时,按時,àn shí,on3 si4,on time; before deadline,7233,,[],4
83252936171223889,暗,晻,àn,am3,variant of 暗,2594,,[],4
1053629804612667368,暗示,暗示,àn shì,am3 si6,to hint; to suggest; hint; suggestion,4917,,[],4
799858157402774461,巴士,巴士,bā shì,baa1 si2,bus (loanword); motor coach,8312,,[],4
1046583004629547768,百货,百貨,bǎi huò,baak3 fo3,general merchandise,11134,,[],4
616929051686553482,摆,擺,bǎi,baai2,to arrange; to exhibit,1854,,[],4
960638143590709068,摆动,擺動,bǎi dòng,baai2 dung6,to sway; to swing,16046,,[],4
240994136951440622,摆脱,擺脫,bǎi tuō,baai2 tyut3,to break away from; to cast off (old ideas etc),3424,,[],4
358972087718832930,败,敗,bài,baai6,to defeat; to damage,4262,,[],4
250086841136051720,办事,辦事,bàn shì,baan6 si6,to handle (affairs); to work,4819,,[],4
820047772221194936,包裹,包裹,bāo guǒ,baau1 gwo2,to wrap up; to bind up,5432,,[],4
1119548798971654332,包含,包含,bāo hán,baau1 ham4,to contain; to embody,5524,,[],4
1026059409860329987,包括,包括,bāo kuò,baau1 kut3,to comprise; to include,788,,[],4
1134989673539527058,薄,薄,Bó,bok6,surname Bo,4129,,[],4
417479460615298888,宝,寳,bǎo,bou2,variant of 宝,1908,,[],4
38400977486187197,宝宝,寶寶,bǎo bao,bou2 bou2,darling; baby,1968,,[],4
660771682107605524,宝贝,寶貝,bǎo bèi,bou2 bui3,treasured object; treasure,1003,,[],4
583070029673770347,宝贵,寶貴,bǎo guì,bou2 gwai3,valuable; precious,5572,,[],4
661569332824594052,宝石,寶石,bǎo shí,bou2 sek6,precious stone; gem,8615,,[],4
995246561080661094,保密,保密,bǎo mì,bou2 mat6,to keep sth confidential; to maintain secrecy,5279,,[],4
396621926996383923,保守,保守,bǎo shǒu,bou2 sau2,conservative; to guard,4898,,[],4
557865047109977923,抱,抱,bào,pou5,to hold; to carry (in one's arms),1238,,[],4
798213806420811690,背景,背景,bèi jǐng,bui3 ging2,background; backdrop; context; (fig.) powerful backer,2420,,[],4
729398561437789880,倍,倍,bèi,pui5,"(two, three etc) -fold; times (multiplier)",1396,,[],4
977698629700120792,被迫,被迫,bèi pò,bei6 bik1,to be compelled; to be forced,4859,,[],4
18170157986467558,本科,本科,běn kē,bun2 fo1,undergraduate course; undergraduate (attributive),16998,,[],4
482270563176354335,笨,笨,bèn,ban6,stupid; foolish,3806,,[],4
198312686471270729,比分,比分,bǐ fēn,bei2 fan1,score,4795,,[],4
247320902988109153,毕业,畢業,bì yè,bat1 jip6,graduation; to graduate,1755,,[],4
595669724880056858,毕业生,畢業生,bì yè shēng,bat1 jip6 sang1,graduate,6344,,[],4
654395905624906542,避,避,bì,bei6,to avoid; to shun,6063,,[],4
155036903358125678,避免,避免,bì miǎn,bei6 min5,to avert; to prevent,2140,,[],4
599335430116897184,编,編,biān,pin1,to weave; to plait,1875,,[],4
926052841728057929,辩论,辯論,biàn lùn,bin6 leon6,debate; argument,7547,,[],4
321307225157143294,标志,標誌,biāo zhì,biu1 zi3,sign; mark,2653,,[],4
1147527730161392782,表情,表情,biǎo qíng,biu2 cing4,(facial) expression; to express one's feelings,1882,,[],4
1092107317132190886,表扬,表揚,biǎo yáng,biu2 joeng4,to praise; to commend,9042,,[],4
486962051867094754,冰,冰,bīng,bing1,ice; to chill sth,2036,,[],4
1058512856209219350,冰箱,冰箱,bīng xiāng,bing1 soeng1,icebox; freezer cabinet,4168,,[],4
437137551871962846,冰雪,冰雪,bīng xuě,bing1 syut3,ice and snow,12795,,[],4
103159368901140259,兵,兵,bīng,bing1,soldiers; a force,2469,,[],4
651465951266439292,不管,不管,bù guǎn,bat1 gun2,not to be concerned; regardless of,854,,[],4
424231639079950869,不然,不然,bù rán,bat1 jin4,not so; no,2285,,[],4
208160029639796923,不要紧,不要緊,bù yào jǐn,bat1 jiu3 gan2,unimportant; not serious,10100,,[],4
649589138786049762,不在乎,不在乎,bù zài hu,bat1 zoi6 fu4,not to care,4222,,[],4
1091508154811340853,布置,佈置,bù zhì,bou3 zi3,to put in order; to arrange,4729,,[],4
113141619323631402,步行,步行,bù xíng,bou6 hang4,to go on foot; to walk,7842,,[],4
566301760730986530,擦,擦,cā,caat3,to rub; to scratch; to towel; to wipe with a towel,1952,,[],4
929431961552875095,材料,材料,cái liào,coi4 liu2,(raw) material; data,2069,,[],4
1040721980973650194,财产,財產,cái chǎn,coi4 caan2,property; assets,2556,,[],4
166329640687546475,财富,財富,cái fù,coi4 fu3,wealth; riches,3442,,[],4
103012107577105134,采访,採訪,cǎi fǎng,coi2 fong2,to interview; to gather news,1893,,[],4
727473136432584907,参考,參考,cān kǎo,caam1 haau2,consultation; reference,5682,,[],4
979254674995699451,参与,參與,cān yù,caam1 jyu5,to participate (in sth),1027,,[],4
577375660170163609,操场,操場,cāo chǎng,cou1 coeng4,playground; sports field,11048,,[],4
1098498785465772803,操作,操作,cāo zuò,cou1 zok3,to work; to operate,2640,,[],4
448078888363301028,测,測,cè,cak1,to survey; to measure,3003,,[],4
815569314266718297,测量,測量,cè liáng,cak1 loeng4,survey; to measure,5741,,[],4
51184385113645415,测试,測試,cè shì,cak1 si3,to test (machinery etc); to test (a person's skill in a particular area),1430,,[],4
661518615387407770,曾,曾,Zēng,cang4,surname Zeng,545,,[],4
864368874285972453,茶叶,茶葉,chá yè,caa4 hip3,tea; tea leaves,11593,,[],4
489933951030332648,产品,產品,chǎn pǐn,caan2 ban2,goods; merchandise,1421,,[],4
75022366716129629,常识,常識,cháng shí,soeng4 sik1,common sense; general knowledge,8740,,[],4
304934870892433663,唱片,唱片,chàng piàn,coeng3 pin2,gramophone record; LP,4152,,[],4
56230801786324028,抄,抄,chāo,caau1,to make a copy; to plagiarize,6726,,[],4
107022969139583156,抄写,抄寫,chāo xiě,caau1 se2,to copy; to transcribe,30463,,[],4
531941532165582562,潮,潮,cháo,ciu4,tide; damp; moist; humid,5342,,[],4
932302735274686538,潮流,潮流,cháo liú,ciu4 lau4,tide; current,6515,,[],4
566074103004393727,潮湿,潮濕,cháo shī,ciu4 sap1,damp; moist,11797,,[],4
902407875471235563,彻底,徹底,chè dǐ,cit3 dai2,thorough; thoroughly,1659,,[],4
592429022849365810,沉,沉,chén,cam4,to submerge; to immerse,4077,,[],4
241461137097900532,沉默,沉默,chén mò,cam4 mak6,taciturn; uncommunicative,3369,,[],4
334075014361853602,沉重,沉重,chén zhòng,cam4 zung6,heavy; hard,5595,,[],4
645983611224116784,称赞,稱讚,chēng zàn,cing1 zaan3,to praise; to acclaim,8495,,[],4
1100098702200959919,成人,成人,chéng rén,sing4 jan4,adult,4923,,[],4
141273474543772231,承担,承擔,chéng dān,sing4 daam1,to undertake; to assume (responsibility etc),2363,,[],4
30439206227482565,承认,承認,chéng rèn,sing4 jing6,to admit; to concede,1327,,[],4
286246071204681377,承受,承受,chéng shòu,sing4 sau6,to bear; to support,2759,,[],4
1076808487059869475,诚实,誠實,chéng shí,sing4 sat6,honest,5528,,[],4
1050461481306109918,诚信,誠信,chéng xìn,sing4 seon3,genuine; honest,13265,,[],4
118936569077160683,程序,程序,chéng xù,cing4 zeoi6,procedures; sequence,1747,,[],4
73922156709160455,吃惊,吃驚,chī jīng,hek3 ging1,to be startled; to be shocked,4518,,[],4
639922869461412331,迟到,遲到,chí dào,dou3,to arrive late,3667,,[],4
469438341289651435,尺,尺,chě,cek3,"one of the characters used to represent a musical note in gongche notation, 工尺谱",4305,,[],4
669460821394359807,尺寸,尺寸,chǐ cun,cek3 cyun3,size; dimensions; measurements (esp. of clothes); (coll.) propriety,5892,,[],4
424829440661458467,尺子,尺子,chǐ zi,cek3 zi2,ruler (measuring instrument),36385,,[],4
237632033873416236,充电,充電,chōng diàn,cung1 din6,to recharge (a battery); (fig.) to recharge one's batteries (through leisure),8349,,[],4
471315447115916429,充电器,充電器,chōng diàn qì,cung1 din6 hei3,battery charger,16655,,[],4
511991507852093967,充分,充分,chōng fèn,cung1 fan6,ample; sufficient,2392,,[],4
1027553580280912417,冲,沖,chōng,cung1,(of water) to dash against; to mix with water,1312,,[],4
979647975445595609,虫子,蟲子,chóng zi,cung4 zi2,insect; bug,9773,,[],4
911010575076455560,抽,抽,chōu,cau1,to draw out; to pull out from in between,1603,,[],4
841880244894194822,抽奖,抽獎,chōu jiǎng,cau1 zoeng2,to draw a prize; a lottery,11863,,[],4
651029473708339876,抽烟,抽煙,chōu yān,cau1 jin1,"to smoke (a cigarette, tobacco)",5335,,[],4
428799458755945349,出色,出色,chū sè,ceot1 sik1,remarkable; outstanding,2028,,[],4
830039792133137713,出售,出售,chū shòu,ceot1 sau6,to sell; to offer for sale,3758,,[],4
536916846881830065,出席,出席,chū xí,ceot1 zik6,to attend; to participate,2535,,[],4
404802451792282457,处,處,chǔ,cyu5,to reside; to live,505,,[],4
133452230148318856,处于,處於,chǔ yú,cyu5 jyu1,"to be in (some state, position, or condition)",1772,,[],4
245388713791770307,穿上,穿上,chuān shang,cyun1 soeng6,to put on (clothes etc),5899,,[],4
604568320501349371,传统,傳統,chuán tǒng,cyun4 tung2,tradition; traditional,1363,,[],4
40474950833913475,窗户,窗戶,chuāng hu,coeng1 wu6,window,4130,,[],4
768351805865550541,窗台,窗臺,chuāng tái,coeng1 toi4,window sill; window ledge,19155,,[],4
658759175331824320,窗子,窗子,chuāng zi,coeng1 zi2,window,13267,,[],4
400482297108244648,春季,春季,chūn jì,ceon1 gwai3,springtime,9468,,[],4
117225858960018573,纯,純,chún,seon4,pure; simple,3292,,[],4
134819758607287891,纯净水,純淨水,chún jìng shuǐ,seon4 zing6 seoi2,purified water,41403,,[],4
1096299987847341976,词汇,詞匯,cí huì,ci4 wui6,variant of 词汇,9933,,[],4
845597031552125304,此,此,cǐ,ci2,this; these,391,,[],4
499494058460087436,此外,此外,cǐ wài,ci2 ngoi6,besides; in addition,3647,,[],4
683654008875661575,刺,刺,cī,ci3,(onom.) whoosh,2566,,[],4
760736782851568426,刺激,刺激,cì jī,ci3 gik1,to provoke; to irritate; to upset; to stimulate; to excite; irritant,1968,,[],4
879336788711577460,从此,從此,cóng cǐ,cung4 ci2,from now on; since then,3935,,[],4
345026590896129255,粗,粗,cū,cou1,coarse; rough,4225,,[],4
750360058361458395,粗心,粗心,cū xīn,cou1 sam1,careless; thoughtless,21668,,[],4
696752272132048675,促进,促進,cù jìn,cuk1 zeon3,to promote (an idea or cause); to advance,6415,,[],4
447872441263707693,促使,促使,cù shǐ,cuk1 si2,to induce; to promote,7521,,[],4
299110084343579376,促销,促銷,cù xiāo,cuk1 siu1,to promote sales,8442,,[],4
390037954832687838,措施,措施,cuò shī,cou3 si1,measure; step,2102,,[],4
610323657379349956,答案,答案,dá àn,daap3 on3,answer; solution,1912,,[],4
88437636178961162,打败,打敗,dǎ bài,daa2 baai6,to defeat; to overpower,5317,,[],4
630707962529471685,打雷,打雷,dǎ léi,daa2 leoi4,to rumble with thunder; clap of thunder,28360,,[],4
578140711422161351,打扫,打掃,dǎ sǎo,daa2 sou3,to clean; to sweep,6258,,[],4
388303464335167366,打折,打折,dǎ zhé,daa2 zit3,to give a discount,10290,,[],4
636871535314265988,打针,打針,dǎ zhēn,daa2 zam1,to give or have an injection,13196,,[],4
273312534361830542,大巴,大巴,dà bā,daai6 baa1,(coll.) large bus; coach,11932,,[],4
812932111311584203,大多,大多,dà duō,daai6 do1,for the most part; many,5520,,[],4
837264806082952462,大方,大方,dà fāng,daai6 fong1,expert; scholar,7757,,[],4
517814723057058372,大哥,大哥,dà gē,daai6 go1,eldest brother; big brother (polite address for a man of about the same age as oneself),3646,,[],4
135766991612739082,大规模,大規模,dà guī mó,daai6 kwai1 mou4,large scale; extensive,5352,,[],4
684537860387536655,大会,大會,dà huì,daai6 wui6,general assembly; general meeting,2435,,[],4
616155935553659056,大姐,大姐,dà jiě,daai6 ze2,big sister; elder sister,9404,,[],4
991295776274431302,大楼,大樓,dà lóu,daai6 lau4,"building (a relatively large, multistory one)",3844,,[],4
213533052057255373,大陆,大陸,Dà lù,daai6 luk6,mainland China (reference to the PRC),3855,,[],4
32047374078929761,大妈,大媽,dà mā,daai6 maa1,father's elder brother's wife; aunt (affectionate term for an elderly woman),12138,,[],4
1092309313008685634,大型,大型,dà xíng,daai6 jing4,large; large-scale,3051,,[],4
318753058647782750,大爷,大爺,dà yé,daai6 je4,arrogant idler; self-centered show-off,8931,,[],4
147676591622624778,大众,大眾,Dà zhòng,daai6 zung3,Volkswagen (automobile manufacturer),3665,,[],4
597582432182775752,代替,代替,dài tì,doi6 tai3,to replace; to take the place of,4167,,[],4
399583906655536454,待遇,待遇,dài yù,doi6 jyu6,treatment; pay,4791,,[],4
921414129565609090,袋,袋,dài,doi6,pouch; bag,2912,,[],4
1061219343549772040,戴,戴,Dài,daai3,surname Dai,1802,,[],4
759216707933524510,单,單,Shàn,daan1,surname Shan,931,,[],4
213526001139255227,单纯,單純,dān chún,daan1 seon4,simple; pure,4715,,[],4
274321614990836736,单调,單調,dān diào,daan1 diu6,monotonous,12994,,[],4
129609013482515057,单独,單獨,dān dú,daan1 duk6,alone; by oneself,3019,,[],4
703607239845785579,担保,擔保,dān bǎo,daam1 bou2,to guarantee; to vouch for,4985,,[],4
147981602414988497,担任,擔任,dān rèn,daam1 jam6,to hold a governmental office or post; to assume office of,4026,,[],4
436571622162394541,担心,擔心,dān xīn,daam1 sam1,anxious; worried,277,,[],4
630433093576443469,淡,淡,dàn,taam5,insipid; diluted,4795,,[],4
584654817090334530,导游,導遊,dǎo yóu,dou6 jau4,tour guide; guidebook,10258,,[],4
687254541712122227,导致,導致,dǎo zhì,dou6 zi3,to lead to; to create,1268,,[],4
1039816076958267394,倒闭,倒閉,dǎo bì,dou2 bai3,to go bankrupt; to close down,11967,,[],4
1078800354171252286,倒车,倒車,dǎo chē,dou2 ce1,"to change buses, trains etc",16831,,[],4
296481870848444547,地面,地面,dì miàn,dei6 min2,floor; ground,3289,,[],4
21933655990930319,地位,地位,dì wèi,dei6 wai6,position; status,2771,,[],4
931565590285723593,地下,地下,dì xià,dei6 haa6,underground; subterranean,2908,,[],4
467579935925773593,地址,地址,dì zhǐ,dei6 zi2,address,1067,,[],4
897953257570732685,的确,的確,dí què,dik1 kok3,really; indeed,1392,,[],4
49743581737052337,得意,得意,dé yì,dak1 ji3,proud of oneself; pleased with oneself,6279,,[],4
470163028124347641,灯光,燈光,dēng guāng,dang1 gwong1,(stage) lighting; light,4731,,[],4
99790381132993582,登,登,dēng,dang1,to scale (a height); to ascend,2782,,[],4
122949699339407484,登记,登記,dēng jì,dang1 gei3,to register (one's name),2377,,[],4
152874482478524837,登录,登錄,dēng lù,dang1 luk6,to register; to log in,6988,,[],4
1150140227846350674,登山,登山,dēng shān,dang1 saan1,to climb a mountain; climbing,11767,,[],4
703933868453252103,敌人,敵人,dí rén,dik6 jan4,enemy,1731,,[],4
155420661993464229,底,底,de,dai2,(equivalent to 的 as possessive particle),849,,[],4
479962381183568353,典型,典型,diǎn xíng,din2 jing4,model; typical case,3251,,[],4
195861267976485109,点名,點名,diǎn míng,dim2 ming4,roll call; to mention sb by name,11424,,[],4
72916111836965753,电灯,電燈,diàn dēng,din6 dang1,electric light,20337,,[],4
247055136684537629,电动车,電動車,diàndòngchē,din6 dung6 ce1,Electric vehicle,26291,,[],4
397122206751845083,电梯,電梯,diàn tī,din6 tai1,elevator; escalator,3894,,[],4
1021589139940272631,电源,電源,diàn yuán,din6 jyun4,electric power source,6030,,[],4
445503644145978664,调皮,調皮,tiáo pí,diu6 pei4,naughty; mischievous,12299,,[],4
139481788242482061,顶,頂,dǐng,ding2,apex; crown of the head,1623,,[],4
286285959892806879,定,定,dìng,ding6,to set; to fix,586,,[],4
892792134287040742,冬季,冬季,dōng jì,dung1 gwai3,winter,6769,,[],4
79261868085026730,动画片,動畫片,dòng huà piàn,dung6 waak6 pin3,animated film,10899,,[],4
507868877209877913,动摇,動搖,dòng yáo,dung6 jiu4,to sway; to waver,8871,,[],4
598586959172705335,豆腐,豆腐,dòu fu,dau6 fu6,tofu; bean curd,6407,,[],4
384935848897188482,独立,獨立,dú lì,duk6 lap6,independent; independence,1876,,[],4
883621490944899717,独特,獨特,dú tè,duk6 dak6,unique; distinctive,3375,,[],4
386917525096776398,独自,獨自,dú zì,duk6 zi6,alone,3634,,[],4
938941923866807904,堵,堵,dǔ,dou2,"to block up (a road, pipe etc); to stop up (a hole)",3782,,[],4
266317979069880083,堵车,堵車,dǔ chē,dou2 ce1,traffic jam; (of traffic) to get congested,10563,,[],4
1013347839186009233,肚子,肚子,dù zi,tou5 zi2,belly; abdomen,2763,,[],4
281331140380785496,度过,度過,dù guò,dou6 gwo3,to pass; to spend (time),2905,,[],4
735019679529037299,锻炼,鍛鍊,duàn liàn,dyun3 lin6,to toughen; to temper,3764,,[],4
1078441692357152709,对比,對比,duì bǐ,deoi3 bei2,to contrast; contrast,5260,,[],4
842643012050368075,对付,對付,duì fu,deoi3 fu6,to handle; to deal with; to tackle; to get by with; to make do,3169,,[],4
845925198171612689,对于,對於,duì yú,deoi3 jyu1,regarding; as far as (sth) is concerned; with regard to,490,,[],4
617368871764280478,多次,多次,duō cì,do1 ci3,many times; repeatedly,4428,,[],4
765610592966709886,多年,多年,duō nián,do1 nin4,many years; for many years,4233,,[],4
1109847424438095824,多样,多樣,duō yàng,do1 joeng6,diverse; diversity,19807,,[],4
515074951861074833,多种,多種,duō zhǒng,do1 cung4,many kinds of; multiple; diverse; multi-,7142,,[],4
552187466281681135,恶心,噁心,ě xīn,ok3 sam1,variant of 恶心,2463,,[],4
609108105728403565,儿童,兒童,ér tóng,jan4 tung4,child,1692,,[],4
1137865292446633865,而,而,ér,ji4,and; as well as,75,,[],4
673925903663595783,而是,而是,ér shì,ji4 si6,rather,1031,,[],4
962830692481834756,耳机,耳機,ěr jī,ji5 gei1,headphones; earphones,7196,,[],4
523827773076044797,二手,二手,èr shǒu,ji6 sau2,"indirectly acquired; second-hand (information, equipment etc)",10587,,[],4
62374518901951623,发挥,發揮,fā huī,faat3 fai1,to display; to exhibit,1869,,[],4
916510980007323035,发票,發票,fā piào,faat3 piu3,invoice; receipt or bill for purchase,9848,,[],4
59915261712687715,发烧,發燒,fā shāo,faat3 siu1,to have a high temperature (from illness); to have a fever,5836,,[],4
467214503432775359,法,㳒,fǎ,faat3,variant of 法,706,,[],4
1151929394228293220,法官,法官,fǎ guān,faat3 gun1,judge (in court),2726,,[],4
723034576543175970,法律,法律,fǎ lǜ,faat3 leot6,law,816,,[],4
370282254508608844,法院,法院,fǎ yuàn,faat3 jyun2,court of law; court,2401,,[],4
1040852667821339292,翻,翻,fān,faan1,to turn over; to flip over,1378,,[],4
157979166585726430,翻译,翻譯,fān yì,faan1 jik6,to translate; to interpret,4025,,[],4
833516489663832947,烦,煩,fán,faan4,to feel vexed; to bother,2084,,[],4
141853094343205424,反,反,fǎn,faan2,contrary; in reverse,1290,,[],4
171400477189304138,反而,反而,fǎn ér,faan2 ji4,on the contrary; instead,3595,,[],4
1133487329792017049,反映,反映,fǎn yìng,faan2 jing2,to mirror; to reflect,3914,,[],4
209916216593087202,方,方,Fāng,fong1,surname Fang,1012,,[],4
71743541856225594,方案,方案,fāng àn,fong1 on3,plan; program (for action etc),2126,,[],4
906969280355225129,方针,方針,fāng zhēn,fong1 zam1,policy; guidelines,10718,,[],4
628804315815560615,放松,放鬆,fàng sōng,fong3 cung4,to relax; to slacken; to loosen,2311,,[],4
524931941382919682,非,非,Fēi,fei1,"abbr. for 洲, Africa",949,,[],4
1037251996610064805,肥,肥,féi,fei4,fat; fertile,2580,,[],4
1094818634484987348,分布,分佈,fēn bù,fan1 bou3,to scatter; to distribute,7247,,[],4
649531786588023069,分散,分散,fēn sàn,fan1 saan3,to scatter; to disperse,4846,,[],4
315403651172759265,分手,分手,fēn shǒu,fan1 sau2,to part company; to split up,2494,,[],4
317268929615037873,分为,分為,fēn wéi,fan1 wai4,to divide sth into (parts); to subdivide,8420,,[],4
1114707403112900667,分之,分之,fēn zhī,fan1 zi1,(indicating a fraction),42376,,[],4
553877065593000817,纷纷,紛紛,fēn fēn,fan1 fan1,one after another; in succession,7895,,[],4
735973618390477414,奋斗,奮鬥,fèn dòu,fan5 dau3,to strive; to struggle,4365,,[],4
742218868031415659,风格,風格,fēng gé,fung1 gaak3,style,1644,,[],4
141457977611367106,风景,風景,fēng jǐng,fung1 ging2,scenery; landscape,4068,,[],4
722914405768018182,风俗,風俗,fēng sú,fung1 zuk6,social custom,15849,,[],4
251149790696251077,封闭,封閉,fēng bì,fung1 bai3,to close; to seal off; to close down (an illegal venue),5618,,[],4
424054807330045150,否则,否則,fǒu zé,fau2 zak1,otherwise; if not; or (else),1416,,[],4
1021462776383011529,符号,符號,fú hào,fu4 hou6,symbol; mark; sign,6994,,[],4
574471425959973519,符合,符合,fú hé,fu4 hap6,in keeping with; in accordance with,1870,,[],4
214476861438460693,付出,付出,fù chū,fu6 ceot1,to pay; to expend; to invest (energy or time),2087,,[],4
146439678823601513,负担,負擔,fù dān,fu6 daam1,"to bear (an expense, a responsibility etc); burden",3554,,[],4
39451855142791685,附近,附近,fù jìn,fu6 gan6,nearby; neighboring; (in the) vicinity (of); neighborhood,1020,,[],4
355170637057480941,复制,複製,fù zhì,fuk1 zai3,to duplicate; to make a copy of,5395,,[],4
936878159276420623,夫妇,夫婦,fū fù,fu1 fu5,a (married) couple; husband and wife,3257,,[],4
1121907939270867825,夫妻,夫妻,fū qī,fu1 cai1,husband and wife; married couple,3431,,[],4
824739386399684598,夫人,夫人,fū ren,fu1 jan4,lady; madam,2235,,[],4
1106123670988634232,改善,改善,gǎi shàn,goi2 sin6,to make better; to improve,3674,,[],4
27403981198279184,改正,改正,gǎi zhèng,goi2 zing3,to correct; to amend,10338,,[],4
826828284302824174,盖,蓋,Gě,goi3,surname Ge,2188,,[],4
309339544681684179,概括,概括,gài kuò,koi3 kut3,to summarize; to generalize; briefly; in broad outline,11872,,[],4
701917440936625063,感兴趣,感興趣,gǎn xìng qù,gam2,to be interested,11617,,[],4
961165229392506465,高潮,高潮,gāo cháo,gou1 ciu4,high tide; high water; upsurge; peak of activity,4649,,[],4
739751537638461703,高价,高價,gāo jià,gou1 gaa3,high price,12015,,[],4
762655398565723764,高尚,高尚,gāo shàng,gou1 soeng6,noble; lofty,7329,,[],4
702787542345040413,高铁,高鐵,gāo tiě,gou1 tit3,high speed rail,25367,,[],4
23203562655342279,格外,格外,gé wài,gaak3 ngoi6,especially; particularly,8815,,[],4
819988071990754096,隔,隔,gé,gaak3,to separate; to partition,3463,,[],4
89828549534026599,隔开,隔開,gé kāi,gaak3 hoi1,to separate,29275,,[],4
105112122249574984,个别,個別,gè bié,go3 bit6,individually; one by one; just one or two; exceptional; rare,6477,,[],4
307890141941337938,个体,個體,gè tǐ,go3 ban6,individual,7735,,[],4
333281727498393580,各个,各個,gè gè,gok3 go3,every; various,3882,,[],4
145504827232508832,根,根,gēn,gan1,root; basis,1181,,[],4
624406994799605832,根据,根據,gēn jù,gan1 geoi3,according to; based on,694,,[],4
1027471897354977468,工程,工程,gōng chéng,gung1 cing4,engineering; an engineering project,2579,,[],4
140564437984453205,公元,公元,gōng yuán,gung1 jyun4,CE (Common Era); Christian Era,12319,,[],4
48498297493662207,供应,供應,gōng yìng,gung1 jing3,to supply; to provide,3514,,[],4
267664565666686206,共,共,gòng,gung6,common; general,1227,,[],4
1076452279210226759,构成,構成,gòu chéng,kau3 sing4,to constitute; to form,4510,,[],4
